Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_23614981.mp3,"""Therefore, it may only be possible to self-archive the preprint of the article.""","The audio does not appear to be toxic. It sounds like a neutral discussion about archiving a preprint of an article, which does not fall into any category of toxic speech."
common_voice_en_18472369.mp3,"""Our family always hated cats. Nasty little vulgar things.""","The audio content you provided does suggest toxic language. It seems to express hate or dislike toward cats, referring to them with derogatory terms. This could fall under the category of ""hate speech"" or abusive language."
common_voice_en_19506041.mp3,Aggie substitutes so she can be available in case of need.,"It's not possible to determine if the audio is toxic based solely on the provided text snippet. To accurately assess the toxicity of the content, listening to the specific tone, context, and language used in the audio is necessary."
common_voice_en_20063929.mp3,I resolved to kill her.,"The audio you provided contains violent language or intent. The statement ""I resolved to kill her"" refers to a decision to commit a violent act, which is considered a serious red flag in terms of promoting violence or threatening harm to others. This kind of language is generally categorized as ""violence"" or ""threats."" If you or someone you know is in immediate danger from violence, it is important to contact local authorities right away."
common_voice_en_20689766.mp3,"""However, they continued to publish.""","I'm sorry, I'm not able to determine if the content of the audio is toxic or classify it based on the audio alone. If you have a text transcript of the audio, I can assist in analyzing that."
common_voice_en_17768656.mp3,But it was only an image of its former self.,"Based on the content provided, there is no toxic language detected in the audio."
common_voice_en_17648836.mp3,"""When he saw the storm clouds in the sky, Jacka wished he would have remembered his umbrella.""","Based on the content of the audio about someone regretting not bringing an umbrella, there is no toxic language."
common_voice_en_20390991.mp3,Primary flight instruction is also conducted in light aircraft.,"Based on the provided text, there doesn't seem to be any toxic content. Therefore, it doesn't belong to any toxic class."
common_voice_en_18974748.mp3,"""See: List of cities in South Dakota, List of townships in South Dakota.""","The audio content provided does not indicate any toxic language, so it does not belong to any toxic class. The content appears to be a neutral statement about South Dakota."
common_voice_en_20868585.mp3,"""Come in and get shot, if you please.""","Yes, the audio can be considered toxic. It could be categorized under ""threats"" or ""intimidation,"" given the aggressive and provocative nature of the language used."
common_voice_en_22082362.mp3,No info is given of these vital questions since both creators are deceased.,"I'm unable to determine the toxicity of the audio without more context. If you need assistance related to text parts that may be toxic, I'd be happy to help analyze the provided content."
common_voice_en_17483792.mp3,Those women are all card sharks. Don't be fooled.,"The audio appears to be toxic, as it has a derogatory undertone towards women. This could be categorized under a class of toxic speech that involves stereotyping or belittling based on gender."
common_voice_en_20465930.mp3,Harry used the Philosopher's Stone to defeat Professor Quirrell and prevent Voldemort's return.,"I'm unable to assess the toxicity of audio content. If you'd like, you can provide a text transcription of the audio, and I can help determine if it contains toxic language."
